Tweet,HS,Abusive
kunti anak baskom,0,0
lengser presiden lemah,1,0
abdullah bin amer bin al xexxashpun perintah rasulullahxcxashallallahu xexxalaihi wa sallamxcxamembeli ekor onta harga ekor onta bayar pen,0,0
rezim otoriter jokowi profesional pki anti islam,1,0
indah rukun beetangga jemur pakai tetangga bakar sampah,0,0
emang udik bfjgfdg ngei bocah,1,1
jun tolong baju kaya contoh taplak meja bawa guru pas tugas sbk,0,0
jujur cuman ngebacot aje bodoh tanye elo sanggup kerja sempurna menteri hah bicara doank bisenye biangkerok ahh bodoh,1,1
sbg wakil rakyat bikin uu manfaat rakyat bikin uu md,0,0
nikah beda agama sulit nikah beda alir sulit gampang tida meniqa my lov gampang esai,0,0
sejarah motor presiden as,0,0
hak impunitas lindung uu md mah bebas bicara pantesan uu kebut bikin main ketok langsung ngetok kesah,0,0
iblis senang suara adzan suka hijab cadar suka sxexxa,0,0
bubar dpr,1,0
advocat bawa agama,0,0
lafcadio duduk bangku letak gelas minum dekatnyannalright lafcadio doa layak katolik doa dahi sea bahunyanntime to dig in lafcadio s,0,0
xexxcharini pergi kerja xexxdnnxexxctak kerja cancelxexxdnnasing banget bunyi nnkelas cancel kerja cancel xfxfxx,0,0
teman muka hindu wil malang beliau cerita hindu india hindu bal hindu jawa beda hindu bal cenderung adopsi adatbudaya jawakejawe,0,0
dbdshow film kesan film buta goa hantukarena film indikasi buta monyet setia kawanbetul colek tuk,0,0
kosong malam lintas benak senyum hati brengsek bikin rindu,0,1
akun kecebong kelola etnis teentu gaya kecut cebong jakaa dendam aniessandi,1,1
sikap adil tulus maju sejahtera rakyat pilih gubernur,0,0
hidup dunia rela hidup suka allah kecuali munafik musyrik kafir,0,0
aktif kang antoncharliyan sinergi ulama hasanahkanggojabar,0,0
hahmangkrakkorupsikomisi jalan aman jaman sby,1,0
pan bersikukuh usung zulkifli hasan calon presiden,0,0
hati hati modus kampanye hitam paai alloh amp paai syaitan unt jatuh lawan politik isu pki mempan isu utang negara mempan isu negara bubar mental isu isu isu paai alloh amp paai sya,0,0
megawati tugas paai santai bu marah marah gitu ganti bu tenang gantipresiden,1,0
statement faham dap komunis dap profesional kapitalis kotnnmohon terang,0,0
syukaaa syukaa syukaa yaa gitu onta beelur xfxfxxc,0,0
jokowi tes dnates dna bukti turun pki,1,0
bodo amatin kaya gitu kasih perhati,0,1
anjing kajus ngetweet tony mata berkacakaca,0,1
iklanahokjahat hati hati prustasi main kasar hasil survei nista agama kalah,1,0
pdi komunis,1,0
jokowi mundur kursi presiden,1,0
syiah liberal komunis mainstream islam nusantara kitab proses cetak yeh adik xfxfxx,0,0
salah yusril lupa uu pemilihan kepala daerah dprd sdh sah sby dibully hbs mefsod mn mensesneg sby ttd uu jepang saran yusril sby tolak ttd bilang mn uud tolak laku lacak j,0,0
tampol asyik main hp temennya bilang autis main hp melulu autis sakit please stop autis bahan becandaan,0,0
xexxan baca pesan asing kali putus hubung istrinyanxexxan xexxcmari coba beemu gumpal omong kosong bunuh,0,0
trus sampah sepi negeri maksiat komunis mabok umat islam merdeka negeri,1,1
hai okay org sinting hehehehehe kup,0,1
janji indah rakyat terenyuh sayang janji fakta bohong ri pimpin tipu rakyat gantipresiden,1,0
bangkai kubur tanah lamalama cium bau gitu bohong,0,0
kristen enak ibadah minggu pagi enak tidur balas bingung islam solat x capek,0,0
skrg rmai buta mata buta hati salam jumaat people,0,0
ahh cebong mah gitu,1,1
pers program sabung buang islam indonesia manfaat,1,0
jaewon main hanbin raesung antek antek lagu,0,0
periode udh blangsak nambah gantipresiden presidenbaru,1,1
ontaxfxfxxadsekarxfxfxxad,1,1
sd freepo bahan cerita menarikyang gunung emas indonsia kelola asing nalhmadulilah saham pt freepo milik indonesia nmantap saham freepo ambil,0,0
turun perhati perintah rakyat akibat anggur tka masuk rugi rakyat tolong insfrastruktur urus butuh bahan pokok,1,0
pokok fisik gausah dipake canda bentuk bulet sipit kulit gelap gausah the boys are perfect the way they are,0,0
masbanyak sistem gc butuh perubahanhanya sempurna sajagmana hasil bagus rezim sistem ganti kiblat hancur,0,0
maaf dewan hormat sadar suka serang pribadi presiden sumpah tepuk jidat hati,1,0
ahok kafirumat islam anti ahok ahok kafr ahok cina suka makan babi bir,1,1
deklarasi anti isu bohong pemilihan kepala daerah damai jukir tambakrejo simokeo,0,0
anjing ae urus,0,1
mundur pilih presiden dagang kampung padang pariamanberkata jaman jokowi ekonomi payah,1,0
jokowi sadar turun jabat lengser rakyat malu fpi mati,1,0
enak memek,0,1
cerita kena betapa kejam black monster kalah iblis hina tersebutnnkamu terpilihnnmendengar kristal pei jiho mengei maksud,0,0
ohooo p mook anut emot tuyul itemxfxfxxxexx bas kaya bobo dehhh p,0,0
provinsi upaya capai peumbuhan ekonomi persen mk peumbuhan ekonomi persen mustahil capai silah gubernur pacu ekonomi daerah,0,0
selamat pihakxcxb tlh kerja rebut tambang emas papua cengkeram asing bravo xfxfxxxfxfxx,0,0
budek beneran gara gara pakai hetset gara gara flu,0,0
bom bunuh teroris bunuh mengaku jihad dukung antek teroris bela,0,0
suka sipit tertawa,0,0
sahabat kayak tai,1,1
woii uda malam jumat bom diem diem bae ngentot oii ngentott,0,1
manusia idiot bicara ngelatur mikir deh ajar dasar bodoh sok pintar bloon,1,1
cerita edvan edvan sadar milik edvina keluarga satusatunya peduli ubah putus edvina transgender bangkok,0,0
eh perek hiatus tahi,1,1
suka ngerasa kangen teman sahabat bareng aneh ketemu ngerasa kayak asing,0,0
org cerdas sdg beemu mr kualitas pimpin visi jabat jalan ibadah amp maslahat ummat postingannya ig ktnya sholat amp dzikir bareng sang kholik sptnya pa ani,0,0
fokus skrg lari hutangcoba cek apbn alokasi menteri kemenkeubaru debat kena hutangjgn anonim bloonxfxfxaxaxfxfxaxa,1,1
pas nxfxfxxa eh dapetin cewek nyaman janji ninggalin nxfxfxxa bodoterus hati bicara nyaman pcran bahundan ninggalin doi nzzzeeezzzzssstttnxfxfxxa,0,0
mata picek t lt,1,1
babap tainsampai beemu bapnmun uing cageur xfxfxx,0,1
kentut wi jokowi dusta bohong hutang ditaktor otoriter ndeso,1,1
ente ngarep banget rh bicara terus-terusan ginian beda rg pinter ente ahok kelompok jamban emang doyan insulting islam,1,1
rizal ramli presiden tangkap berengsek,0,1
usut sandiaga korupsi anies pamer buku jerman batal angkat aniessandi,1,0
bgst bintaro komunis ubah,1,1
jaga budaya aman kendara piaggio indonesia luncur kampanye safety in style,0,0
ajak ulama sejuk suasana jelang pemilihan kepala daerah serentak,0,0
itusemua kerja manusia pendengkiorangnya jugasebagian pasu nasi,0,0
salah rakyat sepenuh proksi asing aseng kuasa jakaa negara salah presiden gelap mata ambisi politik proksi asing aseng penguasannshameonyousby,1,0
direktur riset median sudao jokowi duduk posisi mayoritas warga pimpin indonesia pinjem toa donkz gantipresiden mutlak,1,0
lurus simpang ajar quran menteri agama islam simpang quran,0,0
nuduh jokowi anti ulama versi lihat jokowi deket mesra ulama blingsatan,0,0
moga prabowo presiden ridoa,0,0
enak nete nnbagus gin lho gapapa kenang fesbuk,0,1
dukung prabowo arb sda adl orangorang bejad tabiat kasar masuk org gtgt,1,1
yth herman anak sakit jsntung bocor oprasi jakaa g biaya gubernur sekira kasi anak tlg bantu sangkut nyawa anak,0,0
cebong netes dilayanin om,1,1
presiden kamprethaha,1,1
bicara sarap cela ktawa obat habis,1,1
sebenernya seungmin idiotxfxfxcxaxfxfxcxaxfxfxcxa,1,1
percaya setia darat emang,0,0
sheikh nk abaq sikit tuan guru had naib presiden ulama dunia,0,0
kafir suka bilang koparkapir xfxfxxxfxfxxxfxfxx,1,1
nun budek,0,1
bubar kpk lihat jejak rekam hadap kuasa kpk mandul,1,0
bandung saksi bisu buah juang laku,0,0
wkwk kaget anjing,0,1
pena tutup ku kaya cacat gitu gaenak lihat nbahkan tinta habis pena buang tutupxcxbnya,0,0
allah swt perintah dungu biadab perang iman allah,1,1
bangsa berani bahas buka adab islam agama ajar sesat rugi,1,1
oknum brutal gantipresiden potret polisi rezim,1,0
smpe episode tertawa melulu kakak xfxfxx film idiot kakak,0,0
tdak polisidan adil utuk tegak hukum tdak dukung rakyatjokowi bkin rakyat resahlengserkan,1,0
kren aniesseorang gubernur negosiasi denga menteri presiden negara menteri pei laku moga ridho berkah anies,0,0
masuk golong nekat nekat beli barang cacat dg resiko,0,0
ente sair luka hati rruarrr nbtw bangke tikus bikin jijik pulak bangke setan,0,1
xexxclo cina yaxexxd pakai nada anu hm,0,0
akademik ilmiah ginian masuk daftar prioritas rezim bangnnyg mah bangun infra,0,0
setan,1,1
mas misqueen hani bani,0,0
bilang mencla mencle boss,1,0
lucu prof diketawain ramai,0,0
cebong akurrr,1,1
nasehat ulama elit politik sombong angkuh sea milik negara titip allah swt,0,0
oprohingya kristen bunuh afghanistan yahudi bunuh palestina islam bunuh cap teroris mikir,1,0
buka kebusukab kubu anies sandi menang berkah,1,0
lupa laku prabowo era sukarno lari,1,0
nengbanjir rancaekek tanggung perintah pusatkarna jalan nasionalbanyak baca nohjangan kaya cebongdiam kolam ajagiliran laper nongol,1,1
xexxckristen nusantaraxexxd xexxckhatolik nusantaraxexxd sbg khatolik contoh kristen batak kristen jawa kristen sunda lain-lain khatolik daerah gereja,0,0
china pantesan org korea,0,0
untung dongog,0,0
skandal majikan pembokat memek mas rapet bahancoli ngewe ngentot memek pembokat,0,1
prabowo lolos jerat hukum anggota tim mawar jatuh hukum pidana penjaradkp,1,0
ayo honestly keluarga gin hahahahahaa nd kristen,0,0
ken sodok memek chat yuk wa bbmandiblz sange horny pacar tante janda cewek chatsex kontol sex,0,1
mulut sesuai isi hati lun silaturahmi alumni tuju umurnhahahahannxfxfxx umur kekuasaannnxfxfxx munafik,1,1
sinting waw,0,1
turun jokowi ayo mahasiswa cm nongkrong tv tonton acara norak leluhur panggil,1,0
mah slalu ca mantan kzlngirls gin elo pilih cm nerima skr doangtp nerima busuk bejat brengsek trus perbaikin bareng getoo,0,1
bukti ahok jokowi presiden dukung kembang adon politicid politicid,1,0
sblmnya ngetwit sim gmn bikinnyannblkgn lihat gambar seliwerannnada simnya cinta sm mungut pos ronda tingkat cerdas kemudi bego sm idiotnnpeanyaannya simngmn caranyaneeaa,0,1
nama panastak panasbung xp,0,0
kadangkadang munafik lho yaa,0,0
teman rebut babi emang,1,1
presiden jokowi beerima kasih presiden sby gubernur aher sikap kenegarawanan sepakat urus negara prestasi individu prestasi libat s,0,0
eksklusifitas sosial pilihpilih menjudge perempuan pakaiannnya buka kena kes drama bikin aksi peluk bagibagi bomtakjil fatwasahur,0,0
calon presiden jkw pasang sby pilih jkw tamat puncak,1,0
bentuk populer remajacinta monyet hiperbolanpopuler ainya troublenya universal komunikasi sejenisnyanmemang indonesia suka bawa asa tipikal,0,0
pisang asw gede banget,0,1
emang gusdur presiden,0,0
axis kaya kunyuk,0,1
perintah pergi moratorium kirim pmi timur laku sistem koordinasi pihakpihak kait dlm ngeri pei bnptki kemlu lain-lain mari tunggu implementasi,0,0
tindak soemantri jabat negara nama negara penuh undang usaha swasta asing patutnfreepo,0,0
tolak kader pks saudara laki-laki segitunya bicara nyinyir woles saudara laki-laki broken hea berai broken hope ntr tunggu gantipresiden patah hati massal bareng cebong kolam,1,1
burung onta tinggal marsnnmakan gils,0,0
turun jokowi jokowi kader pki selubung boneka sekjen pkc wacana aneh bahaya daulat negara rezim,1,0
dasar bajinganxfxfxxa,0,1
cerdas negara hancur bukti sby peduli nasib bangsa,1,0
baer gigi onta,0,0
untung untabisa demo bersilitsilit,0,1
diam kamuxfxfxxmaungggnaku panggil gara gara lingserwengi me as kunti,0,0
mesti cari nama sekolah sosial media sd kristen cendrawasih salah sosial media cari nama salah teman inget cewek s,0,0
hahahah takut kejut budaya,0,0
gembos fpi nyata kualitas kaum bloon nmemang cebong laknat fitnah nsutradaranya kelas kotor gembel,1,1
wkkkk nampar jkwantek bodoh,1,1
adil nyata mendustakannyanumatbersamasaksi,0,0
ganjar pranowo lapor polisi,0,0
satria udik,1,1
informasi ledak kapal kapal berantas jaman rezim ledak kapal laku hukum cek lembaga hukum hitung ikan laut t,0,0
bom takjil malang donk ck malu xfxfxx,0,0
kumpul kih kumpul manusiamanusia kafirampmunafik sejati,1,1
,0,0
prabowo diam pidato presiden jokowi bicara pesimis bubar berita,0,0
saudara laki-laki bukhan antek antek walah walah emosi bos minum air putih bos biar adem otak,0,0
abang kelas etnis deh gitu bang kristen aman kelas,0,0
tuduh kpk bukti lhi paksa putus salah coba suap vonis penjara nn penjara nama sea hormat keluarga hancur fitnah kpk media bajing kolaborator kpknnkpk mafia bejat,1,1
saban nulis fiksi monyet bayang kucing piara monyet miara monyet,0,0
"narkotika, psikotropika, obat terlarang bahaya ilusi suci ahok sang nista",1,1
resident country director peumbuhan ekonomi lestari lingkung peumbuhan bantu perintah indonesia lestari sumber daya alam emisi gaa rumah kaca,0,0
serius rezim anti islam suka jokowi ngajak umat islam benci jokowi,1,0
rr pei ajar mempergunaakan hati statemen gubernur hasil karya jalan lingkar semanggi dana apbdnanti lihat who is the real lead,0,0
kunjung turki kesan kunjung beemu bincang presiden recep tayyip erdogan bersamasama tunai shalat jumat masjid ayyub alanshari eyup sultan,0,0
sudirman said kritik perintah telantar kawasan industri mbangunjatengmuktibareng dirmanida pimpin jawa gantianyar,0,0
heh bloon bat,1,1
cebong bela junjung citra tipu rezim anti islam,1,1
nyata ciri khas nusantara benci ras tionghoa xfxfxx,1,0
pakai emot emot gih emot nete contoh,0,1
hafal urus gaya rambut atur alkitab pl grup kristen edar gambar larang gaya rambut teentu islam,0,0
leluhur ratna sarumpaet prabowo gera hidup,1,0
tolong dl peanyaan yatemen bilangdebat or ksh pengeian sm cebong kacung percumakrn dungu sm tulang rusukbener,1,1
pura tolol mmg dungu peanda pilpres sdh junjung mu butuh suara salam indonesia raya,1,1
model gitu singkir masyarakat perintah tetiba rebut wilayah canggih metode canggih beneran biarin rezim xfxfxx xfxfxxxfx,0,0
sialan udh dr udh moveon udh lupain eh nge chatsms,0,1
cocot xfxfxxa,1,1
bikin ff au jurus anggota xfxfxcxxfxfxcx jujur nikmatin baca suppo lgbt doesnt mean im not normal i used to it teman terangterangan sam,0,0
rela tua renta bokong alias barzagli pensiun,1,1
lukman indonesia islam bicara move on,1,0
kecuali manusia monyet mamalia buta warna dfact,0,0
perintah gus ipul puti kuat program nawacita presiden jokowi jawa timur kabeh dulur kabeh makmur salamjari gusipulputisantun,0,0
hidup the jack hidup bobotoh rezim jokowi musnah,1,0
rugi ngeprint mahal g cacat beng beng,0,1
citra dlm tonjol rezim diktator jokowi skg bela media bangun opini,1,0
kemarin asus i jt doang nder mulus second laptop cacat jual pas cek emang layar dikit cacat ganggu fungsi laptop,0,0
nu bodong sas dukung jokowi nu garis lurus kh hasyim azhari dukung jolowi,1,0
sepenuh jilbab baju koko kristenkatolikhindubudhakonghucu wajib pakai jilbab perihal baju kokomodelnya putih khas baju takwa sekolah beda pad,0,0
repost pamer otot pamer kontol ngocok deh crottt,0,1
ngentot kost pacar,0,1
mtan ah cacad,0,1
pasuk abad bangsa pougis indonesia tuju dagang usaha sebar agama katolik capai tuju,0,0
periksa obos,1,0
mulut bisu hati cerita cerita rindu rindu,0,0
,0,0
sdh tua sadar nafsu jabat lbh bnyak diam ban serep peran ulama kriminalisasi diam polisi tebang pilih diam ekonomi hancur diam tka cina serbu ri diam,1,0
cupu ih,1,1
sesuai janji woi kibum anjer kunyuk deh back eak xfxfxxaxfxfxxaxfxfxxa,0,1
kesayanganasal ketemu jepit kontol,0,1
mulia tokoh kenal anti aseng bersih sederhana asli sabda lugasncc,0,0
ewe ewi panggil sayang,0,0
ye suka suka bangsad,1,1
oh dasar bajing,1,1
kembang hukum kait nista agama laku,0,0
nyata fadli zon potensi korupsi pemilihan kepala daerah dprd,0,0
buka bandara berai lapang kerja ekonomi tumbuh masyarakat nikmat manfaat,0,0
nampaknya paket sokong cina babi sokong lgbt,1,1
mampus kunyuk,1,1
bandara sotta masuk dlm bandara sibuk dunia aix mobilitas duduk gairqh peumbuhan ekonomi hayukakeajati,0,0
fakta pki,1,0
nyata antek aseng china laku jokowinyatanya uno impor china sialan diam heningxfxfxaxaxfxfxaxa,1,1
humor anjing qkwk,0,1
bayak tangkap korupsi kpk gagal bubar serah polisi jaksa,1,0
follow sompret,1,1
sontoloyo emang islam ibadah doa,1,1
pakai celana pendek dengkul bilang banci pakai dengkul bilang gaul pakai celana deh,0,1
bubar dprsarang miskin rakyat,1,0
mulut mengumbaapi kerja negri muas,1,0
kom menkumham kena md hak imunitas debat uu pemilihan kepala daerah sdh ketok palu presiden sdh perpu md presiden perppu tandatangan kit,0,0
mbak puasa kemarin pas puasa now playing sampeyan tegur gerung bicara bang bong sampeyan cari perhatian dng gerung rela twiy gerung troll gerung kafir puasa now playing sampeyan,0,0
iyup khawatirnnbukan trust hilang warga apatis trust warga tingkat warga percaya pemprovnnsaya khawatir pemprov dki kerja m,0,0
cepat putar cepat ganti rezim,0,0
xexxa my idiot brother yaolo nxexxa ayah beda film lupa gmn buku sukses bikin menyemenyenxexxa surat tuhan mah sihnxexxa habibie amp ainun malu haru ou munnnxexx danke,0,0
psi paai kagum diktator,1,0
tunggu jamin jombn,0,0
lihat tekan kuat oposisi teutup detik detik rakyat kejut tokoh nasional paai berangan rezim rubah haluan bar rapi tangga istanannnyarimakan,0,0
betoll tadz ahli cebong tukang tipu cebong mah gitu bodoh ketulungan plonga plongo akibat optimisme gantipresiden plongaplongo dunningkrugereffect,1,1
rezim skrang bobrok kyai pdip demo bbm trus ngeluarin buku merah eh skrang bbm kesan diam diam planga plongo presiden presiden bgtu pakai bilang kayak umar bin khattan laginauzubillah,1,1
ds generasi mahu anak cucu gagal sokong amp bantu raja bn anak cucu nikmat hidup inilh impi ds rs,0,0
spm straight as plus bm a bi a mm a agama a sejarah a addmath a kimia a fizik a pkeepkapkmpku a lkakaun a aamiin,0,0
narasi tetang hidup alami alami harap calon pimpin pei lihat gubernur jabar narasi kerja hasil harga bandara keajati klaim org diam,0,0
